,Unnamed: 0,Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Driving_Experience,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
18766,24029,200501PY20883,1,10,0.0,17,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.48653587146901,19.54574303856535,,,,9.0,1.0
19355,24810,200501QA10324,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,79.48653587146902,34.54574303856535,1797.0,1.0,11.0,6.0,1.0
13646,17468,200501KG70567,1,9,0.0,1,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,50.48653587146901,24.545743038565348,1388.0,1.0,2.0,4.0,1.0
33991,43589,200501YE80675,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,52.48653587146901,24.545743038565348,1589.0,1.0,8.0,,1.0
33166,42478,200501XH30794,1,5,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,65.48653587146902,29.545743038565348,,,,9.0,2.0
35968,46215,200501ZD30620,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,60.48653587146901,29.545743038565348,1997.0,1.0,17.0,1.0,1.0
33399,42788,200501YE80156,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.48653587146901,19.54574303856535,,,,1.0,1.0
7837,9918,200501HT20404,1,9,0.0,2,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,66.48653587146902,29.545743038565348,,,,2.0,1.0
38905,49681,2005030001775,1,9,0.0,18,0,0.0,1.0,4.0,7.0,0.0,1.0,1.0,15.0,1,62.48653587146901,29.545743038565348,1996.0,1.0,10.0,2.0,1.0
14982,19199,200501LX51314,2,11,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.48653587146901,24.545743038565348,8268.0,2.0,3.0,2.0,1.0
20654,26516,200501QK50752,1,11,0.0,5,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,52.48653587146901,24.545743038565348,,2.0,6.0,,
11584,14767,200501KD50574,1,11,0.0,4,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,75.48653587146902,34.54574303856535,8268.0,2.0,3.0,,
8486,10769,200501ID60002,2,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,87.48653587146902,39.54574303856535,2148.0,2.0,1.0,,
19640,25176,200501QA10561,1,9,0.0,5,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,72.48653587146902,34.54574303856535,,,,6.0,1.0
37741,48443,2005030000086,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,42.48653587146901,14.545743038565352,1396.0,1.0,4.0,7.0,3.0
27164,34878,200501TX20089,2,10,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,70.48653587146902,34.54574303856535,,,,9.0,1.0
17832,22871,200501PY20107,3,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,78.48653587146902,34.54574303856535,1198.0,1.0,2.0,,
25446,32748,200501TC09080,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,85.48653587146902,39.54574303856535,1988.0,1.0,6.0,4.0,1.0
23063,29565,200501SX20184,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,44.48653587146901,14.545743038565352,1390.0,1.0,7.0,8.0,1.0
4567,5694,200501EO40845,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,62.48653587146901,29.545743038565348,2000.0,1.0,6.0,2.0,1.0
17357,22254,200501PL60789,1,9,0.0,7,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,81.48653587146902,39.54574303856535,2598.0,1.0,10.0,,
9062,11514,200501JC30438,2,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,60.48653587146901,29.545743038565348,1290.0,1.0,11.0,,
27663,35498,200501TX20457,1,5,0.0,14,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,70.48653587146902,34.54574303856535,1097.0,1.0,20.0,6.0,1.0
13278,16999,200501KG70275,1,11,0.0,4,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,59.48653587146901,24.545743038565348,,,,,
13465,17234,200501KG70422,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,69.48653587146902,29.545743038565348,,,,,
22129,28352,200501RY10150,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,51.48653587146901,24.545743038565348,1299.0,1.0,9.0,7.0,1.0
10800,13833,200501KD50014,1,5,0.0,16,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,43.48653587146901,14.545743038565352,599.0,1.0,9.0,10.0,1.0
2434,2955,200501CW10900,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,56.48653587146901,24.545743038565348,1840.0,1.0,3.0,3.0,1.0
15886,20347,200501MM70801,2,5,0.0,14,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,58.48653587146901,24.545743038565348,,,,6.0,1.0
23568,30235,200501SX20608,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,67.48653587146902,29.545743038565348,998.0,1.0,5.0,3.0,1.0
25138,32321,200501TC00210,2,9,0.0,2,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,63.48653587146901,29.545743038565348,,,,2.0,1.0
10609,13590,200501JI40812,4,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.48653587146901,19.54574303856535,,,,8.0,1.0
39013,49797,2005030001908,3,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,60.48653587146901,29.545743038565348,1589.0,1.0,6.0,2.0,1.0
25875,33291,200501TE00114,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,51.48653587146901,24.545743038565348,1598.0,1.0,5.0,6.0,1.0
1644,2004,200501CW10186,1,8,0.0,7,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,79.48653587146902,34.54574303856535,2496.0,2.0,9.0,6.0,1.0
31538,40435,200501XD80729,1,9,0.0,14,0,2.0,0.0,7.0,0.0,0.0,3.0,1.0,15.0,1,62.48653587146901,29.545743038565348,1600.0,1.0,,4.0,1.0
31550,40449,200501XD80737,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,79.48653587146902,34.54574303856535,1870.0,2.0,1.0,6.0,1.0
12337,15745,200501KF60395,2,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,43.48653587146901,14.545743038565352,999.0,1.0,6.0,2.0,1.0
8535,10832,200501ID60046,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,62.48653587146901,29.545743038565348,2171.0,1.0,4.0,7.0,1.0
30020,38426,200501WW50364,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1,79.48653587146902,34.54574303856535,1998.0,1.0,3.0,4.0,3.0
29716,38052,200501WW50131,2,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,58.48653587146901,24.545743038565348,1390.0,1.0,6.0,6.0,1.0
12754,16333,200501KF60760,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,65.48653587146902,29.545743038565348,1994.0,2.0,5.0,2.0,1.0
31502,40386,200501XD80698,1,4,0.0,13,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,72.48653587146902,34.54574303856535,1402.0,1.0,3.0,6.0,1.0
22548,28886,200501RY10486,2,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1,73.48653587146902,34.54574303856535,,,,10.0,1.0
33904,43473,200501YE80601,2,1,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,38.48653587146901,9.545743038565352,,,,,
20353,26127,200501QK50511,1,21,0.0,4,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,74.48653587146902,34.54574303856535,12580.0,2.0,1.0,10.0,2.0
32093,41162,200501XH00031,1,19,0.0,1,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,69.48653587146902,29.545743038565348,2500.0,2.0,9.0,1.0,1.0
6285,7864,200501FH10716,2,9,0.0,9,0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,76.48653587146902,34.54574303856535,1299.0,1.0,4.0,9.0,1.0
15549,19916,200501MM70473,2,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,64.48653587146902,29.545743038565348,,,,3.0,1.0
9638,12295,200501JI40031,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,43.48653587146901,14.545743038565352,1598.0,1.0,1.0,2.0,1.0
20081,25756,200501QK50289,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.48653587146901,29.545743038565348,,,,4.0,1.0
25213,32428,200501TC00268,1,3,0.0,18,0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,15.0,1,38.48653587146901,9.545743038565352,,,,,
17629,22605,200501PL61025,1,11,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,75.48653587146902,34.54574303856535,,2.0,5.0,2.0,1.0
32118,41195,200501XH00047,1,9,0.0,16,0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,15.0,2,44.48653587146901,14.545743038565352,,,,,
36331,46677,200501ZD30918,1,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,71.48653587146902,34.54574303856535,2962.0,1.0,6.0,7.0,1.0
6881,8636,200501GD10596,1,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.505659293291856,23.533224009184693,124.0,1.0,3.0,2.0,1.0
39161,49951,2005030002037,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,76.50565929329186,33.53322400918469,,,,6.0,3.0
23192,29733,200501SX20275,1,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,60.505659293291856,28.533224009184693,,,,2.0,1.0
24167,31022,200501SX21105,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,48.505659293291856,18.533224009184693,1896.0,1.0,6.0,8.0,1.0
5217,6514,200501EO41371,3,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,55.505659293291856,23.533224009184693,2400.0,2.0,14.0,4.0,1.0
8792,11143,200501JC30197,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,77.50565929329186,33.53322400918469,1390.0,1.0,4.0,9.0,3.0
3310,4103,200501CW11866,1,11,0.0,18,2,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1,66.50565929329186,28.533224009184693,7300.0,2.0,,,
35813,46018,200501ZD30474,1,9,0.0,18,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.505659293291856,23.533224009184693,,,,4.0,1.0
2013,2448,200501CW10538,1,8,0.0,3,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1,77.50565929329186,33.53322400918469,,,,7.0,1.0
10280,13136,200501JI40538,2,9,0.0,3,0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.505659293291856,28.533224009184693,1124.0,1.0,1.0,3.0,1.0
4468,5570,200501EO40763,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,67.50565929329186,28.533224009184693,1870.0,2.0,1.0,3.0,1.0
14447,18506,200501LX50810,1,1,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,55.505659293291856,23.533224009184693,,,,3.0,1.0
6993,8790,200501GD10708,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,68.50565929329186,28.533224009184693,1998.0,1.0,7.0,1.0,1.0
6979,8769,200501GD10689,2,19,0.0,5,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.0,1,70.50565929329186,33.53322400918469,,,,,
18172,23282,200501PY20366,1,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1,37.505659293291856,8.533224009184693,,,,,
1093,1348,200501CP00023,1,3,0.0,18,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,1,54.505659293291856,23.533224009184693,,,,,
5854,7308,200501FH10330,2,2,0.0,13,0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,53.505659293291856,23.533224009184693,49.0,1.0,4.0,10.0,1.0
21749,27874,200501RG40738,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.505659293291856,23.533224009184693,,,,9.0,3.0
31516,40405,200501XD80709,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,67.50565929329186,28.533224009184693,1753.0,2.0,12.0,9.0,2.0
28295,36271,200501VK30056,5,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,56.505659293291856,23.533224009184693,1386.0,1.0,1.0,3.0,1.0
22891,29337,200501SX20036,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,47.505659293291856,18.533224009184693,1781.0,1.0,4.0,8.0,1.0
21190,27192,200501RG40310,1,9,0.0,18,0,2.0,0.0,10.0,1.0,10.0,1.0,1.0,15.0,1,49.505659293291856,23.533224009184693,1242.0,1.0,2.0,2.0,1.0
16759,21486,200501PL60275,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.505659293291856,23.533224009184693,1339.0,1.0,1.0,7.0,1.0
13220,16927,200501KG70231,2,9,0.0,9,0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,72.50565929329186,33.53322400918469,1998.0,1.0,8.0,3.0,1.0
30640,39223,200501XD00027,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,60.505659293291856,28.533224009184693,1799.0,1.0,8.0,3.0,1.0
14846,19014,200501LX51177,1,19,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,54.505659293291856,23.533224009184693,2402.0,2.0,4.0,5.0,1.0
34136,43769,200501YE80788,3,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,68.50565929329186,28.533224009184693,,,,10.0,1.0
14275,18287,200501LX50673,1,11,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,55.505659293291856,23.533224009184693,7300.0,2.0,4.0,6.0,1.0
14350,18379,200501LX50731,1,4,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.505659293291856,28.533224009184693,264.0,1.0,1.0,6.0,1.0
35350,45415,200501YR90781,2,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,80.50565929329186,38.53322400918469,1896.0,2.0,6.0,,
34497,44245,200501YE81076,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,76.50565929329186,33.53322400918469,,,,2.0,1.0
31324,40146,200501XD80552,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.505659293291856,23.533224009184693,1596.0,1.0,5.0,1.0,1.0
9971,12730,200501JI40304,2,9,0.0,18,0,0.0,0.0,0.0,4.0,7.0,2.0,1.0,15.0,2,63.505659293291856,28.533224009184693,1149.0,1.0,4.0,3.0,1.0
1725,2101,200501CW10267,1,8,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,63.505659293291856,28.533224009184693,2446.0,2.0,5.0,4.0,1.0
18135,23239,200501PY20336,1,19,0.0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,63.505659293291856,28.533224009184693,2283.0,2.0,6.0,,
500,609,200501BS70350,3,19,0.0,18,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,63.505659293291856,28.533224009184693,2874.0,2.0,7.0,8.0,1.0
3415,4241,200501EK40147,1,9,0.0,2,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,61.505659293291856,28.533224009184693,,,,,
13273,16994,200501KG70270,2,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,60.505659293291856,28.533224009184693,,,,2.0,1.0
34354,44060,200501YE80963,1,9,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,64.50565929329186,28.533224009184693,3956.0,1.0,6.0,2.0,1.0
10515,13465,200501JI40738,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,46.505659293291856,18.533224009184693,1149.0,1.0,6.0,6.0,1.0
10412,13321,200501JI40646,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,57.505659293291856,23.533224009184693,,,,7.0,1.0
24747,31791,200501TB00190,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2,41.505659293291856,13.533224009184693,1299.0,1.0,2.0,8.0,1.0
15855,20306,200501MM70762,1,9,0.0,18,0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,52.505659293291856,23.533224009184693,1998.0,1.0,11.0,3.0,1.0
26741,34359,200501TW60316,2,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1,64.50565929329186,28.533224009184693,125.0,1.0,4.0,4.0,1.0
16106,20636,200501MM71016,1,3,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,53.505659293291856,23.533224009184693,124.0,1.0,,5.0,1.0
27355,35116,200501TX20221,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,63.505659293291856,28.533224009184693,,,,8.0,1.0
16423,21041,200501MM71281,1,9,0.0,4,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,55.505659293291856,23.533224009184693,1753.0,2.0,7.0,2.0,1.0
26949,34602,200501TW60472,1,19,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,69.50565929329186,33.53322400918469,2461.0,2.0,3.0,8.0,1.0
4790,5971,200501EO41020,1,8,0.0,4,0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,72.50565929329186,33.53322400918469,2664.0,2.0,6.0,,
10088,12881,200501JI40394,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,47.505659293291856,18.533224009184693,1242.0,1.0,1.0,8.0,1.0
14759,18910,200501LX51111,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,48.505659293291856,18.533224009184693,1242.0,1.0,5.0,7.0,1.0
18186,23300,200501PY20378,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,2,44.505659293291856,18.533224009184693,1242.0,1.0,4.0,,
24523,31491,200501TA00277,1,19,0.0,4,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,59.505659293291856,28.533224009184693,,,,2.0,1.0
17666,22653,200501PL61056,1,11,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,73.50565929329186,33.53322400918469,,,,2.0,1.0
13074,16747,200501KG70112,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,1,60.505659293291856,28.533224009184693,2000.0,1.0,10.0,3.0,1.0
31620,40545,200501XD80790,1,9,0.0,1,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,61.505659293291856,28.533224009184693,1587.0,1.0,3.0,2.0,1.0
1788,2176,200501CW10346,3,3,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,48.505659293291856,18.533224009184693,124.0,1.0,3.0,5.0,1.0
18109,23210,200501PY20316,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,41.505659293291856,13.533224009184693,1242.0,1.0,7.0,6.0,1.0
5751,7181,200501FH10255,2,9,0.0,18,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.505659293291856,23.533224009184693,,,,4.0,1.0
8106,10251,200501HT20607,1,5,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,51.505659293291856,23.533224009184693,650.0,1.0,10.0,2.0,1.0
34992,44935,200501YR90430,1,5,0.0,14,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,49.505659293291856,23.533224009184693,,,,2.0,1.0
3934,4902,200501EO40334,1,11,0.0,5,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,75.50565929329186,33.53322400918469,8268.0,2.0,2.0,,
15665,20062,200501MM70579,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,65.50565929329186,28.533224009184693,,,,,
5656,7069,200501FH10190,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,53.505659293291856,23.533224009184693,,,,4.0,1.0
27741,35595,200501TX20511,1,19,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,70.50565929329186,33.53322400918469,2402.0,2.0,,10.0,1.0
24945,32065,200501TB00382,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,41.505659293291856,13.533224009184693,1086.0,1.0,,9.0,1.0
38772,49543,2005030001604,2,5,0.0,13,0,0.0,2.0,0.0,7.0,0.0,1.0,1.0,15.0,1,68.50565929329186,28.533224009184693,782.0,1.0,3.0,6.0,2.0
25635,32998,200501TD00193,2,9,0.0,18,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1,53.505659293291856,23.533224009184693,998.0,1.0,2.0,5.0,1.0
18081,23179,200501PY20300,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,68.50565929329186,28.533224009184693,,,,,
13336,17073,200501KG70319,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,52.505659293291856,23.533224009184693,1796.0,1.0,9.0,2.0,1.0
22797,29206,200501SX00071,1,9,0.0,12,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,64.50565929329186,28.533224009184693,,,,,
22593,28938,200501RY10531,2,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,80.50565929329186,38.53322400918469,1761.0,1.0,9.0,9.0,1.0
22193,28434,200501RY10205,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,80.50565929329186,38.53322400918469,,,,9.0,1.0
19299,24729,200501QA10271,1,19,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,75.50565929329186,33.53322400918469,2496.0,2.0,9.0,3.0,1.0
13388,17143,200501KG70365,1,9,0.0,18,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,49.505659293291856,23.533224009184693,1390.0,1.0,2.0,3.0,1.0
9622,12276,200501JI40016,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,56.505659293291856,23.533224009184693,1996.0,1.0,11.0,2.0,1.0
4838,6031,200501EO41055,1,9,0.0,16,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.505659293291856,18.533224009184693,,,,4.0,1.0
32741,41973,200501XH30490,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,57.505659293291856,23.533224009184693,1493.0,1.0,9.0,3.0,1.0
35656,45817,200501ZD30311,2,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,53.505659293291856,23.533224009184693,1995.0,1.0,15.0,2.0,1.0
37715,48417,2005030000072,2,9,0.0,17,0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,15.0,1,57.505659293291856,23.533224009184693,1905.0,2.0,7.0,6.0,3.0
22916,29370,200501SX20061,2,9,0.0,4,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,46.505659293291856,18.533224009184693,1990.0,1.0,18.0,8.0,1.0
10517,13467,200501JI40739,1,11,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,57.505659293291856,23.533224009184693,7300.0,2.0,2.0,,
24218,31081,200501SX21174,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,58.505659293291856,23.533224009184693,1587.0,1.0,12.0,8.0,1.0
11753,14977,200501KD50697,1,9,0.0,9,0,8.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,2,46.505659293291856,18.533224009184693,,,,7.0,1.0
22504,28826,200501RY10452,3,19,0.0,3,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,55.505659293291856,23.533224009184693,1686.0,2.0,1.0,9.0,1.0
21947,28128,200501RG49130,2,1,0.0,18,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,15.0,1,35.505659293291856,8.533224009184693,,,,,
35970,46217,200501ZD30623,1,1,0.0,18,0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,37.505659293291856,8.533224009184693,,,,,
26248,33758,200501TE00431,2,19,0.0,18,0,1.0,0.0,0.0,7.0,1.0,1.0,1.0,15.0,1,66.50565929329186,28.533224009184693,1997.0,2.0,,6.0,1.0
26622,34212,200501TW60226,1,11,0.0,18,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,43.505659293291856,13.533224009184693,,,,4.0,1.0
31884,40882,200501XD81002,1,9,0.0,1,0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2,69.50565929329186,33.53322400918469,998.0,1.0,9.0,4.0,1.0
33362,42747,200501YE80133,1,9,0.0,3,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,61.505659293291856,28.533224009184693,,,,,
7535,9523,200501HT20130,1,9,0.0,4,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,1,57.505659293291856,23.533224009184693,,,,2.0,1.0
19258,24673,200501QA10236,2,9,0.0,3,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,2,70.50565929329186,33.53322400918469,1995.0,1.0,4.0,9.0,1.0
13968,17896,200501LX50415,1,5,0.0,9,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1,44.505659293291856,18.533224009184693,625.0,1.0,7.0,6.0,1.0
18263,23399,200501PY20444,1,9,0.0,18,0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,2,48.505659293291856,18.533224009184693,1199.0,1.0,3.0,6.0,1.0
